Sku,Quick Overview,Image
46430,"<ul>
<li>
<b style=""line-height: 1.66667;"">EATON's Bussmann Series 121B30-00M-KA
      Shortstop Circuit Breakers</b>
</li>
<li>Category: <a href=""https://www.waytekwire.com/products/1664/Eaton-Short-Stop-Circuit-Breakers/"" target=""_blank"">Eaton Short Stop Circuit Breakers</a><br/></li><li><span style=""line-height: 1.66667;"">Manufacturer: </span><a href=""https://www.waytekwire.com/manf/15/EATON"" target=""_self"">EATON</a><br/></li>
<li>
<span style=""line-height: 1.66667;"">Series: 12X</span>
</li>
<li>
<span style=""line-height: 1.66667;"">Type: </span><a href=""//www.waytekwire.com/products/1366/Circuit-Breakers/&amp;Type=Short-Stop"" style=""line-height: 1.66667;"" target=""_self"">Shortstop</a>
</li>
<li>
<span style=""line-height: 1.66667;"">Current Rating: </span><a href=""//www.waytekwire.com/products/1366/Circuit-Breakers/&amp;Amps=30"" target=""_self"">30A</a>
</li>
<li>
<span style=""line-height: 1.66667;"">Voltage Rating: 12V</span>
</li>
<li>
<span style=""line-height: 1.66667;"">Terminals: (2) #10-32 Studs</span>
</li>
<li>
<span style=""line-height: 1.66667;"">Reset Method: </span><a href=""//www.waytekwire.com/products/1366/Circuit-Breakers/&amp;Reset-Method=Type-I---Automatic"" style=""line-height: 1.66667;"" target=""_self"">Type I - Automatic</a>
</li>
<li>
<span style=""line-height: 1.66667;"">Heavy-duty metal housing cover</span>
</li>
<li>
<span style=""line-height: 1.66667;"">No bracket included</span>
</li>
<li>
      Plastic housing also available (<span style=""line-height: 1.66667;""><a href=""//www.waytekwire.com/item/46431/Cooper-Bussmann-121B30-00P-KA-Type-1/"" target=""_self"">Cooper Bussmann 121B30-00P-KA</a>)</span>
</li>
</ul>",46430.jpg
46420,"<ul>
<li>
<b style=""line-height: 1.66667;"">EATON's Bussmann Series 121B20-00M-KA
      Shortstop Circuit Breakers</b>
</li>
<li>Category: <a href=""https://www.waytekwire.com/products/1664/Eaton-Short-Stop-Circuit-Breakers/"" target=""_blank"">Eaton Short Stop Circuit Breakers</a><br/></li><li><span style=""line-height: 1.66667;"">Manufacturer: </span><a href=""https://www.waytekwire.com/manf/15/EATON"" target=""_self"">EATON</a><br/></li>
<li>
<span style=""line-height: 1.66667;"">Series: 12X</span>
</li>
<li>
<span style=""line-height: 1.66667;"">Type: </span><a href=""//www.waytekwire.com/products/1366/Circuit-Breakers/&amp;Type=Short-Stop"" style=""line-height: 1.66667;"" target=""_self"">Shortstop</a>
</li>
<li>
<span style=""line-height: 1.66667;"">Current Rating: </span><a href=""//www.waytekwire.com/products/1366/Circuit-Breakers/&amp;Amps=20"" target=""_self"">20A</a>
</li>
<li>
<span style=""line-height: 1.66667;"">Voltage Rating: 12V</span>
</li>
<li>
<span style=""line-height: 1.66667;"">Terminals: (2) #10-32 Studs</span>
</li>
<li>
<span style=""line-height: 1.66667;"">Reset Method: </span><a href=""//www.waytekwire.com/products/1366/Circuit-Breakers/&amp;Reset-Method=Type-I---Automatic"" style=""line-height: 1.66667;"" target=""_self"">Type I - Automatic</a>
</li>
<li>
<span style=""line-height: 1.66667;"">Heavy-duty metal housing cover</span>
</li>
<li>
<span style=""line-height: 1.66667;"">No bracket included</span>
</li>
<li>
      Plastic housing also available (<span style=""line-height: 1.66667;""><a href=""//www.waytekwire.com/item/46421/Cooper-Bussmann-121B20-00P-KA-Type-1/"" target=""_self"">Cooper Bussmann 121B20-00P-KA</a>)</span>
</li>
</ul>",46420.jpg
75414,"<ul>
<li><b>TE Connectivity V23234-A0001-X042 Mini Relay</b><br/></li><li>Category: <a href=""//www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/"" target=""_self"">Mechanical Relays &amp; Connectors</a></li><li>Manufacturer: <a href=""https://www.waytekwire.com/manf/165/TE-Connectivity---Tyco/"" target=""_blank"">TE Connectivity</a></li><li>High current mini relay<br/></li>
<li>
      SPDT
   </li>
<li>
      Resistor
   </li>
<li>
      5 terminals
   </li>
<li>
      40 amps normally open
   </li>
<li>
      20 amps normally closed
   </li>
<li>
      12 volts</li><li>Former Bosch Part No.: 332209159<b> </b></li>
</ul>",75414.jpg
75415,"<ul>
<li><b>TE Connectivity V23234-A1001-X043 Mini Relay</b><br/></li><li>Category: <a href=""//www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/"" target=""_self"">Mechanical Relays &amp; Connectors</a></li><li>Manufacturer: <a href=""https://www.waytekwire.com/manf/165/TE-Connectivity---Tyco/"" target=""_blank"">TE Connectivity</a> </li><li>
      High current mini relay
   </li>
<li>
      SPDT
   </li>
<li>
      Resistor
   </li>
<li>
      Bracket
   </li>
<li>
      5 terminals
   </li>
<li>
      40 amps normally open
   </li>
<li>
      20 amps normally closed
   </li>
<li>
      12 volts</li><li>Former Bosch Part No.: 332209161 <br/></li>
</ul>",75415.jpg
75413,"<ul>
<li><b>TE Connectivity <b>V23234-A0001-X037</b> </b><b>High Current Mini Relay</b></li><li>Category: <a href=""//www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/"" target=""_self"">Mechanical Relays &amp; Connectors</a><br/></li>
<li>Manufacturer: <a href=""https://www.waytekwire.com/manf/165/TE-Connectivity---Tyco/"" target=""_blank"">TE Connectivity</a></li><li>5 Quick Connect Terminals<br/></li>
<li>
      Contact Action: <a href=""//www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/&amp;Contact-Action=SPDT"" target=""_self"">SPDT</a>
</li>
<li>
      Volts: <a href=""//www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/&amp;Volt-Rating=12V"" target=""_self"">12V</a>
</li>
<li>
      NO Amps: <a href=""//www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/&amp;NO-Amp=40A"" target=""_self"">40A</a>
</li>
<li>
      NC Amps: <a href=""//www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/&amp;NC-Amp=20A"" target=""_self"">20A</a></li><li>Former Bosch Part No.: 332209151<br/></li>
</ul>",75413.jpg
75411,"<ul>
<li><b>TE Connectivity V23234-A1001-X036 High Current Mini Relay</b></li><li>Category: <a href=""//www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/"" target=""_self"">Mechanical Relays &amp; Connectors</a><br/></li>
<li>
      Manufacturer: <a href=""https://www.waytekwire.com/manf/165/TE-Connectivity---Tyco/"" target=""_blank"">TE Connectivity</a></li>
<li>
      5 Quick Connect Terminals
   </li>
<li>
      Bracket
   </li>
<li>
      Contact Action: <a href=""//www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/&amp;Contact-Action=SPDT"" target=""_self"">SPDT</a>
</li>
<li>
      Volts: <a href=""//www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/&amp;Volt-Rating=12V"" target=""_self"">12V</a>
</li>
<li><span style=""line-height: 1.66667;"">Former Bosch Part No.: 0332209150</span></li>
</ul>",75411.jpg
75301,"<ul>
<li><b>TE Connectivity V23234-B0001-X001 High Current Mini Relay<br/></b></li><li>Category: <a href=""https://www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/"" target=""_blank"">Mechanical Relays &amp; Connectors</a></li><li>Manufacturer: <a href=""https://www.waytekwire.com/manf/165/TE-Connectivity---Tyco/"" target=""_blank"">TE Connectivity</a></li><li>High current mini relay<br/></li>
<li>
      SPST
   </li>
<li>
      Resistor
   </li>
<li>
      4 terminals
   </li>
<li>
      50 amps normally open
   </li>
<li>
      12 volts</li><li>Former Bosch Part No.: 332019103 <br/></li>
</ul>",75301.jpg
75302,"<ul>
<li><b>TE Connectivity V23234-B1001-X004 High Current Mini Relay</b></li><li>Category: <a href=""https://www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/"" target=""_blank"">Mechanical Relays &amp; Connectors</a><br/></li><li>Manufacturer: <a href=""https://www.waytekwire.com/manf/165/TE-Connectivity---Tyco/"" target=""_blank"">TE Connectivity</a></li><li>50-amp normally open high capacity automotive mini relay with supression
      resistor<br/></li>
<li>
      Single Pole Single Throw (SPST)
   </li>
<li>
      4 quick connect terminals
   </li>
<li>
      12 volts</li><li>Former Bosch Part No.: 332019110 <br/></li>
</ul>",75302.jpg
75610,"<ul>
<li><b>Mini Relay Connector 75610</b></li><li>Category: <a href=""https://www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/"" target=""_blank"">Mechanical Relays &amp; Connectors</a><br/></li><li>Connects to 5 pin, weatherproof 3-12 ga and 2-18 ga, GXL
      12"" leads<br/></li>
<li>
      Terminals included
   </li>
<li>
      185°F (85°C) - 40°F (-40°C)
   </li>
<li>
      Use crimp tool stock no. <a href=""//www.waytekwire.com/item/419/TOOL-U-BARREL-CRIMP-TOOL/"" target=""_self"">419</a>
</li>
<li>
      Heat Stabilized thermoplastic connectors for relays
   </li>
<li>
      Terminals (when supplied with connector) are brass, bright tin plated
   </li>
<li>
      Connectors for panel mounting can be stacked together
   </li>
</ul>",75610.jpg
75650,"<div>
<ul>
<li>
<b style=""line-height: 1.66667;"">Picker Components PC795-1A-C2-12C-N-X
         Maxi Relay</b>
</li>
<li>
<span style=""line-height: 1.66667;"">Category: </span><a href=""//www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/"" style=""line-height: 1.66667;"" target=""_self"">Mechanical Relays &amp; Connectors</a>
</li>
<li>
<span style=""line-height: 1.66667;"">Manufacturer: </span><a href=""//www.waytekwire.com/manf/141/PICKER-COMPONENTS/"" style=""line-height: 1.66667;"" target=""_self"">Picker Components</a>
</li>
<li>
<span style=""line-height: 1.66667;"">Type: Maxi Relay</span></li>
<li>
<span style=""line-height: 1.66667;"">Contact Action: </span><span style=""line-height: 1.66667;""><a href=""//www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/&amp;Contact-Action=SPST"" target=""_self"">SPST</a> (1A)</span>
</li>
<li>
<span style=""line-height: 1.66667;"">Voltage Rating: </span><a href=""//www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/&amp;Volt-Rating=12V"" style=""line-height: 1.66667;"" target=""_self"">12V</a>
</li>
<li>
<span style=""line-height: 1.66667;"">NO Current Rating: </span><a href=""//www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/&amp;NO-Amp=80A"" target=""_self"">80A</a>
</li>
<li>
<span style=""line-height: 1.66667;"">NC Current Rating: </span><a href=""//www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/&amp;NC-Amp=60A"" target=""_self"">60A</a>
</li>
<li>
<span style=""line-height: 1.66667;"">Terminal Type: (2) 3/8"", (2) 1/4""</span>
</li>
<li>
<span style=""line-height: 1.66667;"">Nickel plated terminals</span>
</li>
<li>
<span style=""line-height: 1.66667;"">Metal mounting bracket</span>
</li>
<li>
<span style=""line-height: 1.66667;"">Dust cover included</span>
</li>
<li>
<span style=""line-height: 1.66667;"">Contact switching capacity up to 240A</span>
</li>
<li>
<span style=""line-height: 1.66667;"">Lead free and RoHS compliant</span>
</li><li><span style=""line-height: 1.66667;"">Ignition Protected | SAE J1171 | UL 1500 | ISO 8846 <br/></span></li>
</ul>
</div>",75650.jpg
WL20-0,"<div>
<b> Spool Sizes Available:  500', 1000', 3000'</b><b>, 5</b><b>000'</b></div>",WL20-0.jpg
75860,"<ul><li><b>Picker PC792E-1C-C-12S-RN-X Mini ISO Relay</b><br/></li><li>Category: <a href=""https://www.waytekwire.com/products/1402/Mechanical-Relays-Connectors/"" target=""_blank"">Mechanical Relays &amp; Connectors</a></li><li>Manufacturer: <a href=""https://www.waytekwire.com/manf/141/Picker-Components/"" target=""_blank""><font color=""#0000ff"">Picker Components</font></a></li><li>Type: Mini Relay</li><li>Contact Action: SPDT (1C)</li><li>Voltage Rating: 12V</li><li>NO Current Rating: 50A</li><li>NC Current Rating: 40A</li><li>Terminal Type: (5) 1/4"" Blades</li><li>Nickel plated terminals</li><li>Sealed case enclosure</li><li>Internal resistor included</li><li>Contact switching capacity up to 150A</li><li>Lead free and RoHS compliant</li><li>Ignition Protected | SAE J1171 | UL 1500 | ISO 8846</li></ul>",75860.jpg
WG12-9,"<ul>
<li><b>WG12-9-100 Automotive Primary Wire, GPT Standard Wall</b><br/></li><li>Category: <a href=""https://www.waytekwire.com/products/1455/Automotive-Primary-Wire/"" target=""_blank"">Automotive Primary Wire</a></li><li>Automotive primary wire is a general purpose wire for      original
      equipment and replacement automotive applications<br/></li>
<li>
      Smooth jacket surface ideal for pulling through      corrugated loom or conduit
   </li>
<li>
      SAEJ1128-GPT
   </li>
<li>
      Excellent resistance to oil and flame
   </li>
<li>
      Single conductor, stranded, bare copper
   </li>
<li>
      Jacketed polyvinylchloride (PVC)
   </li>
<li>
      Available in drum/barrel quantities at discounted      prices
   </li>
<li>
      Temp rating: -40°F (-40°C)  to  185°F (85°C)
   </li>
<li>
      Larger spool sizes available. See <a href=""//www.waytekwire.com/item/WG12-9/"" target=""_self"">WG12-9</a>
</li>
</ul>",WG12-9.jpg
WG20-8,"<div>
<b>Spool Sizes Available:  500', 1000', 3000', 5000'<font color=""#ff0000"">*</font></b>
</div>",WG20-8.jpg
46511,"<ul>
<li>
<b style=""line-height: 1.66667;"">EATON's Bussmann Series <b style=""line-height: 1.66667;"">121B10-B2P-KA</b> Shortstop Circuit Breakers</b>
</li>
<li>Category: <a href=""https://www.waytekwire.com/products/1664/Eaton-Short-Stop-Circuit-Breakers/"" target=""_blank"">Eaton Short Stop Circuit Breakers</a><br/></li><li><span style=""line-height: 1.66667;"">Manufacturer: </span><a href=""https://www.waytekwire.com/manf/15/EATON"" target=""_self"">EATON</a><br/></li>
<li>
<span style=""line-height: 1.66667;"">Series: 12X</span>
</li>
<li>
<span style=""line-height: 1.66667;"">Type: </span><a href=""//www.waytekwire.com/products/1366/Circuit-Breakers/&amp;Type=Short-Stop"" style=""line-height: 1.66667;"" target=""_self"">Shortstop</a>
</li>
<li>
<span style=""line-height: 1.66667;"">Current Rating: </span><a href=""//www.waytekwire.com/products/1366/Circuit-Breakers/&amp;Amps=10"" style=""line-height: 1.66667;"" target=""_self"">10A</a>
</li>
<li>
<span style=""line-height: 1.66667;"">Voltage Rating: 12V</span>
</li>
<li>
<span style=""line-height: 1.66667;"">Terminals: (2) #10-32 Studs</span>
</li>
<li>
<span style=""line-height: 1.66667;"">Reset Method: </span><a href=""//www.waytekwire.com/products/1366/Circuit-Breakers/&amp;Reset-Method=Type-I---Automatic"" style=""line-height: 1.66667;"" target=""_self"">Type I - Automatic</a>
</li>
<li>
<span style=""line-height: 1.66667;"">Mounting Style: </span>In-Line Bracket
   </li>
<li>
<span style=""line-height: 1.66667;"">Plastic housing cover</span>
</li>
<li>
<span style=""line-height: 1.66667;"">Metal housing also available
      (</span><span style=""line-height: 1.66667;""><a href=""//www.waytekwire.com/item/46511/Cooper-Bussmann-121B10-B2P-KA-Type-1/"" target=""_self"">Cooper Bussmann 121B10-B2P-KA Shortstop Circuit
      Breaker</a>)</span>
</li>
</ul>",46511.jpg
WL16-7,"<div>
<b>Spool Sizes Available:  500', 1000', 2500'</b><b>, 5</b><b>000'</b></div>",WL16-7.jpg
47708,"<ul>
<li><b>2 Pin Connector Pigtail Clearance Light 47708</b></li><li>Category: <a href=""https://www.waytekwire.com/products/1384/Clearance-Marker-Lights/"" target=""_blank"">Clearance/Marker Lights</a><br/></li><li>
      Pigtail connector for use with the following LED Clearance/Marker lights:
   </li>
<ul><li>
      2.5"" Sealed Round <a href=""//www.waytekwire.com/item/47766/2-5-ROUND-RED-LED-CLEARANCE/"" target=""_self"">red</a> and <a href=""//www.waytekwire.com/item/47765/2-5-ROUND-AMBER-LED-CLEARANCE/"" target=""_self"">amber</a> lenses
   </li><li>
      2"" Sealed round <a href=""//www.waytekwire.com/item/47762/2-ROUND-RED-LED-CLEARANCE/"" target=""_self"">red</a> and <a href=""//www.waytekwire.com/item/47763/2-ROUND-AMBER-LED-CLEARANCE/"" target=""_self"">amber</a> lenses
   </li><li>
      Double bullseye <a href=""//www.waytekwire.com/item/47770/4-X-2-LED-RED-DOUBLE/"" target=""_self"">red</a> and <a href=""//www.waytekwire.com/item/47769/4-X-2-LED-AMBER-DOUBLE/"" target=""_self"">amber</a> lenses
   </li><li>
      4"" rectangle <a href=""//www.waytekwire.com/item/47985/LED-CLEARANCE-LIGHT-RED/"" target=""_self"">red</a> and <a href=""//www.waytekwire.com/item/47986/LED-CLEARANCE-LIGHT-AMBER/"" target=""_self"">amber</a> lenses
   </li></ul>
</ul>",47708.jpg
47908,<ul></ul>,47908.jpg
47927,"<ul><li><b style=""line-height: 1.66667;"">Grote 66981 Clearance/Marker Light Pigtails</b></li><li><span style=""line-height: 1.66667;"">Category: </span><a href=""https://www.waytekwire.com/products/1391/Pigtails/"" style=""line-height: 1.66667;"" target=""_self"">Pigtails</a></li><li><span style=""line-height: 1.66667;"">Manufacturer: </span><a href=""//www.waytekwire.com/manf/55/GROTE/"" style=""line-height: 1.66667;"" target=""_self"">Grote</a></li><li><span style=""line-height: 1.66667;"">Series: US 19</span></li><li><span style=""line-height: 1.66667;"">Use with:</span></li><ul><li><a href=""https://www.waytekwire.com/item/47925/Grote-47092-3-Rectangular-LED-Clearance-Light/"" style=""line-height: 1.66667;"" target=""_self"">Grote 47092-3 Red Rectangular Marker LED Light</a></li><li><a href=""https://www.waytekwire.com/item/47926/Grote-47093-3-Clearance-Marker-LED-Light-/"" style=""line-height: 1.66667;"" target=""_self"">Grote 47093-3 Amber Rectangular Marker LED Light</a></li></ul>
</ul>",47927.jpg
47998,"<ul>
<li><b>Connector Pigtail 47998<br/></b></li><li>Category: <a href=""https://www.waytekwire.com/products/1391/Pigtails/"" target=""_blank"">Pigtails</a></li><li>
      3 contact plug tin plated brass 90 degree pigtail connector
   </li>
<li>
      18 gauge GPT leads, 9"" wires
   </li>
</ul>",47998.jpg
WL14-3,"<div>
<b>Spool Sizes Available:  500', 1000', 2000'</b><b>, </b><b>4000'</b></div>",WL14-3.jpg
WZ6-2,"<div>
<b>Spool Sizes Available: </b><b style=""line-height:
   1.6666666666666667;"">100', 250', 500'<font color=""#ff0000"">*</font></b>
</div>",WZ6-2.jpg
WZ6-0,"<div>
<b>Spool Sizes Available: </b><b style=""line-height: 1.6666;"">100', 250', 500'<font color=""#ff0000"">*</font></b>
</div>",WZ6-0.jpg
36230,"<ul><li><b>Solder Pellet 36230<br/></b></li><li>Category: <a href=""https://www.waytekwire.com/item/36230/4-GA-Gray-Solder-Pellet/"" target=""_blank"">Solder</a></li><li>Battery terminal solder pellets are a fast method for attaching a battery lug to
a cable
</li><li>
   Cost efficient method eliminates the need for crimping
</li><li>
   Color coded to industry standard
</li><li>
   Sold in pack of 25
</li></ul>",36230.jpg
36233,"<ul><li><b>Solder Pellet 36233<br/></b></li><li>Category: <a href=""https://www.waytekwire.com/item/36230/4-GA-Gray-Solder-Pellet/"" target=""_blank"">Solder</a></li><li>Battery terminal solder pellets are a fast method for attaching a battery lug to
a cable
</li><li>
   Cost efficient method eliminates the need for crimping
</li><li>
   Color coded to industry standard
</li><li>
   Sold in pack of 25
</li></ul>",36233.jpg
36234,"<ul><li><b>Solder Pellet 36234<br/></b></li><li>Category: <a href=""https://www.waytekwire.com/item/36230/4-GA-Gray-Solder-Pellet/"" target=""_blank"">Solder</a></li><li>Battery terminal solder pellets are a fast method for attaching a battery lug to
a cable
</li><li>
   Cost efficient method eliminates the need for crimping
</li><li>
   Color coded to industry standard
</li><li>
   Sold in pack of 25
</li></ul>",36234.jpg
WM22-2,"<div>
<b>Spool Sizes Available:  500', 1000', 3000', 15000'<font color=""#ff0000"">*</font></b>
</div>",WM22-2.jpg
WM22-5,"<div>
<b>Spool Sizes Available:  500', 1000', 3000', 15000'<font color=""#ff0000"">*</font></b>
</div>",WM22-5.jpg
WM22-1,"<b style=""line-height: 1.6666666666666667;"">Spool Sizes Available:  500',
1000', 3000', 15000'<font color=""#ff0000"">*</font></b>",WM22-1.jpg
WZ00-0,"<div>
<b>Spool Sizes Available: </b><b style=""line-height: 1.6666;"">100', 250'</b><b style=""line-height: 1.6666;""><font color=""#ff0000"">*</font></b><b style=""line-height: 1.6666;"">, 500'<font color=""#ff0000"">*</font></b>
</div>",WZ00-0.jpg
LCP-250-500,"<ul>
<li><b>Corrugated Loom LCP-250-500</b></li><li>Category: <a href=""https://www.waytekwire.com/products/1469/Corrugated-Loom/"" target=""_blank"">Corrugated Loom</a></li><li>
      Convoluted surface protects against abrasion and pinching
   </li>
<li>
      Split loom easily slides over assembly and closes for a permanent installation
   </li>
<li>
      Used to protect wire, cable, tubing and hoses
   </li>
<li>
      Polyethylene
   </li>
<li>
      Black
   </li>
<li>
      Split
   </li>
<li>
      200°F (93°C)
   </li>
<li>
      500' box, ships separately
   </li>
<li>
      Boxes over 3 cubic feet are subject to dimensional weight chargers for
      ground shipments
   </li>
<li>
      For boxes that ship air freight, the dimensional weight will be used to
      determine the actual shipping charges
   </li>
</ul>",LCP-250-500.jpg
LCP-413-500,"<ul>
<li><b>Corrugated Loom LCP-413-500</b></li><li>Category: <a href=""https://www.waytekwire.com/products/1469/Corrugated-Loom/"" target=""_blank"">Corrugated Loom</a></li><li>
      Convoluted surface protects against abrasion and pinching
   </li>
<li>
      Split loom easily slides over assembly and closes for a permanent installation
   </li>
<li>
      Used to protect wire, cable, tubing and hoses
   </li>
<li>
      Polyethylene
   </li>
<li>
      Black
   </li>
<li>
      Split
   </li>
<li>
      200°F (93°C)
   </li>
<li>
      500' box, ships separately
   </li>
<li>
      Boxes over 3 cubic feet are subject to dimensional weight chargers for
      ground shipments
   </li>
<li>
      For boxes that ship air freight, the dimensional weight will be used to
      determine the actual shipping charges
   </li>
</ul>",LCP-413-500.jpg
LCP-625-250,"<ul>
<li><b>Corrugated Loom LCP-625-250</b></li><li>Category: <a href=""https://www.waytekwire.com/products/1469/Corrugated-Loom/"" target=""_blank"">Corrugated Loom</a></li><li>
      Convoluted surface protects against abrasion and pinching
   </li>
<li>
      Split loom easily slides over assembly and closes for a permanent installation
   </li>
<li>
      Used to protect wire, cable, tubing and hoses
   </li>
<li>
      Black
   </li>
<li>
      Polyethylene
   </li>
<li>
      Split
   </li>
<li>
      200°F (93°C)
   </li>
<li>
      250' box, ships separately
   </li>
<li>
      Boxes over 3 cubic feet are subject to dimensional weight chargers for
      ground shipments
   </li>
<li>
      For boxes that ship air freight, the dimensional weight will be used to
      determine the actual shipping charges
   </li>
</ul>",LCP-625-250.jpg
LCP-750-550,"<ul>
<li><b>Corrugated Loom LCP-750-550</b></li><li>Category: <a href=""https://www.waytekwire.com/products/1469/Corrugated-Loom/"" target=""_blank"">Corrugated Loom</a></li><li>
      Convoluted surface protects against abrasion and pinching
   </li>
<li>
      Split loom easily slides over assembly and closes for a permanent installation
   </li>
<li>
      Used to protect wire, cable, tubing and hoses
   </li>
<li>
      Black
   </li>
<li>
      Polyethylene
   </li>
<li>
      Split
   </li>
<li>
      200°F (93°C)
   </li>
<li>
      550' box, ships separately
   </li>
<li>
      Boxes over 3 cubic feet are subject to dimensional weight chargers for
      ground shipments
   </li>
<li>
      For boxes that ship air freight, the dimensional weight will be used to
      determine the actual shipping charges
   </li>
</ul>",LCP-750-550.jpg
LCP-1000-300,"<ul>
<li><b>Corrugated Loom LCP-1000-300</b></li><li>Category: <a href=""https://www.waytekwire.com/products/1469/Corrugated-Loom/"" target=""_blank"">Corrugated Loom</a></li><li>
      Convoluted surface protects against abrasion and pinching
   </li>
<li>
      Split loom easily slides over assembly and closes for a permanent installation
   </li>
<li>
      Used to protect wire, cable, tubing and hoses
   </li>
<li>
      Black
   </li>
<li>
      Polyethylene
   </li>
<li>
      Split
   </li>
<li>
      200°F (93°C)
   </li>
<li>
      300' box, ships separately
   </li>
<li>
      Boxes over 3 cubic feet are subject to dimensional weight chargers for
      ground shipments
   </li>
<li>
      For boxes that ship air freight, the dimensional weight will be used to
      determine the actual shipping charges
   </li>
</ul>",LCP-1000-300.jpg
36132,"<ul><li><b>Molex 192210380 Copper Eyelet<br/></b></li><li>Category: <a href=""https://www.waytekwire.com/products/1427/Eyelets/"" target=""_blank"">Eyelets</a></li><li>Manufacturer: <a href=""https://www.waytekwire.com/manf/130/Molex/"" target=""_blank"">Molex</a></li><li>Stud size:3/8""</li><li>Wire gauge: 2</li><li>Orientation: Straight</li><li>Material: Bare Copper</li><li>Meets UL requirements</li><li>Heavy wall for maximum amperage and conductivity </li><li>ROHS compliant </li></ul>",36132.jpg
36140,"<ul><li><b>Molex 192210377 Copper Eyelet<br/></b></li><li>Category: <a href=""https://www.waytekwire.com/products/1427/Eyelets/"" target=""_blank"">Eyelets</a></li><li>Manufacturer: <a href=""https://www.waytekwire.com/manf/130/Molex/"" target=""_blank"">Molex</a></li><li>Stud size:3/8""</li><li>Wire gauge: 1/0</li><li>Orientation: Straight</li><li>Material: Bare Copper</li><li>Meets UL requirements</li><li>Heavy wall for maximum amperage and conductivity </li><li>ROHS compliant </li></ul>",36140.jpg
6147,"<ul><li><b style=""line-height: 1.69231;"">3M 6147 Water Activated Paper Tape Rolls</b></li><li><span style=""line-height: 1.69231;"">Category: </span><a href=""https://www.waytekwire.com/products/1421/Sealing-Bonding-Tape/"" style=""line-height: 1.66667;"" target=""_self"">Sealing &amp; Bonding Tape</a></li><li><span style=""line-height: 1.66667;"">Manufacturer: </span><a href=""https://www.waytekwire.com/manf/01/3M/"" style=""line-height: 1.66667;"" target=""_self"">3M</a></li><li><span style=""line-height: 1.66667;"">Series: Scotch</span></li><li><span style=""line-height: 1.66667;"">Width: 2-1/2""</span></li><li><span style=""line-height: 1.66667;"">Roll Length: 10'</span></li><li><span style=""line-height: 1.66667;"">Thickness: </span>45<span style=""line-height: 1.66667;""> mil</span></li><li><span style=""line-height: 1.66667;"">Voltage Rating: 600V</span></li><li>Dielectric Strength: 300V/mil</li><li><span style=""line-height: 1.66667;"">Seals high voltage cables and accessories</span></li><li><span style=""line-height: 1.66667;"">Self-fusing, rubber-based thin insulating mastic compound</span></li><li><span style=""line-height: 1.66667;"">Built-in vinyl backing for fast application and abrasion resistance</span></li><li><span style=""line-height: 1.66667;"">Use for moisture sealing electrical connections on automotive applications</span></li><li><span style=""line-height: 1.66667;"">Excellent resistance to abrasion, moisture, alkalies, acid copper corrosion and varying weather conditions</span></li>
</ul>",6147.jpg
WZ2-2,"<div>
<b>Spool Sizes Available: </b><b style=""line-height:
   1.6666666666666667;"">100', 250'</b><b style=""line-height:
   1.6666666666666667;""><font color=""#ff0000"">*</font></b><b style=""line-height:
   1.6666666666666667;"">, 500'<font color=""#ff0000"">*</font></b>
</div>",WZ2-2.jpg
WZ2-0,"<div>
<b>Spool Sizes Available: </b><b style=""line-height: 1.6666;"">100', 250'</b><b style=""line-height: 1.6666;""><font color=""#ff0000"">*</font></b><b style=""line-height: 1.6666;"">, 500'<font color=""#ff0000"">*</font></b>
</div>",WZ2-0.jpg
38248,"<ul><li><b>External Step Down Butt Connector 38248</b></li><li>Category: <a href=""https://www.waytekwire.com/products/1425/Butt-Connectors/"" target=""_blank"">Butt Connectors</a><br/></li><li>Used to connect two different sized wires, internal step down</li><li>Window allows for a sound mechanical crimp</li><li>Tin plated copper material</li><li>Stripes at both ends indicate which wire size to insert and which crimp die to use, external step down</li><li>12-10 GA to 8 GA</li><li>Stripe Color: yellow/pink</li></ul>",38248.jpg
